0,"",""
1502,"Amalgamated Brewing Company / The Stable Brew House","St. Louis , Missouri USA"
1503,"English Setter Brewing Company","Spokane Valley , Washington USA"
1504,"De La Vega�s Pecan Grill and Brewery","Las Cruces , New Mexico USA"
1505,"The Steam Exchange Brewery","Riverport of Goolwa, Australia"
1506,"Bat Creek Brewery","Bowling Green , Missouri USA"
1507,"Grain","Harleston, England"
1508,"Kronenbourg (Carlsberg)","Obernai, France"
1509,"Stockade Brewery","Dandenong South, Victoria, Australia"
1510,"Bare Bones Brewery","Oshkosh , Wisconsin USA"
1511,"Browar Nepomucen","Jutrosin, Poland"
1512,"Planetary Brewing Company","Greenwood , Indiana USA"
1513,"Golden Horn Brewing (Fermentation Lounge)","Tallahassee , Florida USA"
1514,"Rocket Brewing Company","Copenhagen, Denmark"
1515,"Brauerei Herrenhausen (Privatbrauerei Wittingen)","Hannover, Germany"
1516,"Fegley�s Brew Works","Bethlehem , Pennsylvania USA"
1517,"Hanlon�s (prev O�Hanlon�s)","Newton St Cyres, England"
1518,"Kancamagus Beer Co","Portland , Maine USA"
1519,"NoKa Brewery","st. Tabukashvili, 157a, Georgia"
1520,"Capitol City Brewing Company","Arlington , Virginia USA"
1521,"Arctic Fox","Rowville, Australia"
1522,"Heathen Brewing","Vancouver , Washington USA"
1523,"Hofbr�uhaus Traunstein","Traunstein, Germany"
1524,"Red Horn Coffee House and Brewing Company","Cedar Park , Texas USA"
1525,"WOW Brands","Alphington, Victoria, Australia"
1526,"Wabash Valley Malt Beverage Company","Terre Haute , Indiana USA"
1527,"M�hlenbr�u Merklein","Stegaurach-M�hlendorf, Germany"
1528,"Prairie Berry Winery","Hill City , South Dakota USA"
1529,"Covered Bridge Brewhaus","Catawissa , Pennsylvania USA"
1530,"Cerveza Premium Balearis",", Spain"
1531,"Palo Alto Brewing Company","Palo Alto , California USA"
1532,"Grays Brewing Company","Janesville , Wisconsin USA"
1533,"Nempnett Cider Company","Nempnett Thrubwell, England"
1534,"Rare Bird Brewery","Traverse City , Michigan USA"
1535,"Theillier","Bavay, France"
1536,"Arundel","Arundel, England"
1537,"Jean-Louis Navarre","Valmont, France"
1538,"Discovery Ales","Dundee, Scotland"
1539,"Brouwerij Heuvel","Langbroek, Netherlands"
1540,"Brown Street Brewery","Rhinelander , Wisconsin USA"
1541,"Alphabet Brewing Co.","Manchester, England"
1542,"Two Roses","Barnsley, England"
1543,"Adlerbrauerei G�tz","Geislingen-Altenstadt, Germany"
1544,"Peakstones Rock","Alton, England"
1545,"Evans Premium Lager","Yorba Linda , California USA"
1546,"Fej� Cider","Fej�, Denmark"
1547,"Brewers Unleashed (Tenth & Blake Beer Co.)","Milwaukee , Wisconsin USA"
1548,"Zuckfoltzfus Brewing","Mount Joy , Pennsylvania USA"
1549,"Kronenbrauerei S�flingen","Ulm - S�flingen, Germany"
1550,"Privatbrauerei Winkler Berching","Berching, Germany"
1551,"Innstadt Brauerei","Passau, Germany"
1552,"Rechenberger","Rechenberg-Bienenm�hle, Germany"
1553,"Hopyard","San Ramon , California USA"
1554,"Kelsen Brewing Company","Derry , New Hampshire USA"
1555,"Ghost Town Brewing","Oakland , California USA"
1556,"Nordisk Bryghus","Grenaa, Denmark"
1557,"Wirksworth","Matlock, England"
1558,"Vormann Brauerei","Hagen-Dahl, Germany"
1559,"Monk�s Mead","Athens , Georgia USA"
1560,"Austin Beer Garden Brewery","Austin , Texas USA"
1561,"American Beverage LLC","Oklahoma CIty , Oklahoma USA"
1562,"Brigitta-Br�u","Wien, Austria"
1563,"Brouwerij Het Anker","Mechelen, Belgium"
1564,"Bryncelyn","Swansea, Wales"
1565,"Draai Laag Brewing Company","Millvale , Pennsylvania USA"
1566,"Ugelris Gaardbryggeri","Skals, Denmark"
1567,"Metcash Ltd.","Macquarie Park, NSW, Australia"
1568,"Kauai Beer Company","Lihue , Hawaii USA"
1569,"Luppolajo","Castel Goffredo (MN), Italy"
1570,"Everybody�s Brewing","White Salmon , Washington USA"
1571,"armando_otchoa","Budapest, Hungary"
1572,"Brasserie La Forge","Clabecq, Belgium"
1573,"Great Rhythm Brewing Company","Portsmouth , New Hampshire USA"
1574,"Busted Sandal Brewing","San Antonio , Texas USA"
1575,"Terschellinger Bieren","Baaiduinen, Netherlands"
1576,"Brauerei Zirndorf (Tucher)","Zirndorf, Germany"
1577,"Hallesches Brauhaus","Halle/Saale, Germany"
1578,"Tyska Eken","Fj�r�s, Sweden"
1579,"Australian Independent Brewers","Smeaton Grange, Australia"
1580,"Santa Fe Hops Brewhouse","Santa Fe Springs , California USA"
1581,"Nutbrook","Ilkeston, England"
1582,"Hopdaemon","Sittingbourne, England"
1583,"Northwest Brewwerks","Kirkland , Washington USA"
1584,"Clifford Brewing",", Canada"
1585,"Csupor","Budapest, Hungary"
1586,"Jinro Japan",", Japan"
1587,"Herforder Brauerei (Warsteiner)","Hiddenhausen-Sundern, Germany"
1588,"Powder Keg Brewing Company","Niwot , Colorado USA"
1589,"Privatbrauerei Jacob Stauder","Essen, Germany"
1590,"Pivovar Kaltenecker","Ro�ňava, Slovak Republic"
1591,"Lehe Pruulikoda","Keila, Harjumaa, Estonia"
1592,"Duck Foot Brewing Company","San Diego , California USA"
1593,"Finch�s Beer Company","Chicago , Illinois USA"
1594,"Roc Brewing Company","Rochester , New York USA"
1595,"Upper House Farm Cider","Hereford, England"
1596,"Brouwerij Emelisse","Kamperland, Netherlands"
1597,"Chatty Monks Brewing Co.","West Reading , Pennsylvania USA"
1598,"Pints Brewing Company","Portland , Oregon USA"
1599,"Brasserie du Marcaire","Muhlbach sur Munster, France"
1600,"Berliner Kindl Schultheiss Brauerei (Oetker Group)","Berlin, Germany"
1601,"Cervecer�a Boliviana Nacional (AB-InBev)","La Paz, Bolivia"
1602,"Sunset Blvd Brewing","Kalamazoo , Michigan USA"
1603,"Chastnaya Pivovarnya Afanasiy","Tver, Russia"
1604,"Munkebo Mikrobryg","Kerteminde, Denmark"
1605,"Tideview Vintage Cider","Canning, Canada"
1606,"De Heeren van Veen","Hooglanderveen, Netherlands"
1607,"Brasserie La Binchoise","Binche, Belgium"
1608,"Schlo�brauerei Haimhausen","Haimhausen, Germany"
1609,"Pine Street Brewery","San Francisco , California USA"
1610,"Butautu Dvaro Bravoras","Birzu rajonas, Lithuania"
1611,"Rock Bottom Charlotte","Charlotte , North Carolina USA"
1612,"Central City Brewers + Distillers","Surrey, Canada"
1613,"Huisbrouwerij Mieghelm","Sint-Michielsgestel, Netherlands"
1614,"Sandford Orchards","Crediton, England"
1615,"De Proefbrouwerij","Lochristi - Hijfte, Belgium"
1616,"Preuf en Praotlokaal De Klep","Venlo, Netherlands"
1617,"Brauerei Murmann","Untersiemau, Germany"
1618,"Altamont Beer Works","Livermore , California USA"
1619,"John Harvards Brewhouse Framingham","Framingham , Massachusetts USA"
1620,"B�sibr�u","Besenb�ren, Switzerland"
1621,"Privat-Brauerei Steffens","Rheinbrohl, Germany"
1622,"Schlossbrauerei Haselbach-Bayerische L�wenbrauerei Passau","Tiefenbach, Germany"
1623,"Black Bridge Brewery (SK)","Swift Current, Canada"
1624,"Il Bovaro Birreria Artigianale","Firenze, Italy"
1625,"Bells Hotel and Brewery","South Melbourne, Australia"
1626,"BadMonkey Brewing Company, LLC","Atlanta , Georgia USA"
1627,"Brauerei Kitzmann","Erlangen, Germany"
1628,"Kosciuszko Brewing Company (Lion Co.)","Jindabyne, Australia"
1629,"Pivovara i pivnica Medvedgrad","Zagreb, Croatia"
1630,"Zavod Trekhsosenskij","Dimitrovgrad, Ulyanovsk oblast, Russia"
1631,"Jerry�s Restaurant & Bryghus","Frederikshavn, Denmark"
1632,"Maplewood Farms","Amherst , Massachusetts USA"
1633,"Jensens Bryghus","Juelsminde, Denmark"
1634,"Barnstormer Brewing Company","Carson , Washington USA"
1635,"Mikerphone Brewing","Chicago , Illinois USA"
1636,"Akasha Brewing","Parramatta, NSW, Australia"
1637,"Pivovar Falkon","Zatec, Czech Republic"
1638,"S�bogaard","Borup, Denmark"
1639,"Birrificio Sant�Andrea (BSA)","Vercelli, Italy"
1640,"Batemans","Wainfleet, England"
1641,"Three Troupers Brewery","Pyrenees, Victoria, Australia"
1642,"Auxburg City Brewery","Augsburg, Germany"
1643,"Little Beer","Guildford, England"
1644,"Brandecker S�rh�z","Ecser, Hungary"
1645,"The Brew Gentlemen Beer Company","Braddock , Pennsylvania USA"
1646,"Cedar Creek Brewery","Seven Points , Texas USA"
1647,"Fort Collins Brewery","Fort Collins , Colorado USA"
1648,"Karmeliten Brauerei Karl Sturm","Straubing, Germany"
1649,"Urban Chestnut Hallertauer Brauerei","Wolnzach, Germany"
1650,"Black Duck Brewery","Port Macquarie, NSW, Australia"
1651,"Sequoia Brewing Company","Fresno , California USA"
1652,"Cullercoats","North Shields, England"
1653,"Twin Leaf Brewery","Asheville , North Carolina USA"
1654,"Shade Tree Brewing","Redmond , Oregon USA"
1655,"Birra Turan","Bagnaia (VT), Italy"
1656,"Dominion (prev Pitfield)","Epping, England"
1657,"Bar Harbor Brewing Company (Atlantic Brewing Company)","Bar Harbor , Maine USA"
1658,"Brasserie d�Achouffe (Duvel-Moortgat)","Achouffe, Belgium"
1659,"Yak and Yeti","Arvada , Colorado USA"
1660,"Mad Crow Brewery and Grill","Sarasota , Florida USA"
1661,"Jeringham Street Brewery","South Australia, Australia"
1662,"Randalls","St Peter Port, Guernsey"
1663,"Arlington Orchards","Arlington, Canada"
1664,"Albuquerque Brewing Company","Albuquerque , New Mexico USA"
1665,"Two Kilts Brewing Company","Sherwood , Oregon USA"
1666,"Niagara Oast House Brewers","Niagara on the lake, Canada"
1667,"Windmill Cider","Hellidon, England"
1668,"Boxcar Brewing Company","West Chester , Pennsylvania USA"
1669,"Rumspringa Brewing Company","Bird-in-Hand , Pennsylvania USA"
1670,"Outback Brewery","Woodpark, NSW, Australia"
1671,"Bank Brewing Company","Hendricks , Minnesota USA"
1672,"Brewers� Tasting Room","St. Petersburg , Florida USA"
1673,"Purity","Alcester, England"
1674,"Kokopelli Beer Company","Westminster , Colorado USA"
1675,"Brauerei Lieberth","Hallerndorf, Germany"
1676,"Uncle Leo�s Brewery","Pictou, Canada"
1677,"Tuscan Brewing Company","Red Bluff , California USA"
1678,"Old Bust Head Brewing Company","Warrenton , Virginia USA"
1679,"Osaka Kuni no Cho / Kotobuki Shuzo","Osaka, Japan"
1680,"BrewCult","Derrimut, Victoria, Australia"
1681,"Bell City Brewing","Brantford, Canada"
1682,"Minibrowar Palac Zelechow","Żelech�w, Poland"
1683,"Bos Brewery and Bistro","Pontiac , Michigan USA"
1684,"Kroghs Restaurant & Brew Pub","Sparta , New Jersey USA"
1685,"La Vieille Mule","Le Po�t Laval, France"
1686,"Highlands Hollow","Boise , Idaho USA"
1687,"Woody�s Brewing Company","Redding , California USA"
1688,"Black Paw","Bishop Auckland, England"
1689,"FEMSA - Cuauht�moc-Moctezuma (Heineken)","Monterrey/Orizaba, Mexico"
1690,"Tumut River Brewing","Tumut, NSW, Australia"
1691,"Orchards of Husthwaite","Husthwaite, England"
1692,"No-Li Brewhouse (Northern Lights)","Spokane , Washington USA"
1693,"Whatcom Brewery","Ferndale , Washington USA"
1694,"Brouwerij Het Licht","Utrecht, Netherlands"
1695,"Cigar City Cider and Mead","Tampa , Florida USA"
1696,"Mylius-Erichsen Bryghus","Ringk�bing, Denmark"
1697,"Lagabi�re","Saint-Jean-sur-Richelieu, Canada"
1698,"Butford Farm Cider","Hereford, England"
1699,"Amerisports Brew Pub at Ameristar Casino","Kansas City , Missouri USA"
1700,"Barossa Valley Brewing","Tanunda, SA, Australia"
1701,"Black Horse Brewery (AZ)","Show Low , Arizona USA"
1702,"Golden Valley Brewery","McMinnville , Oregon USA"
1703,"Barn Door Brewing Company","Uxbridge, Canada"
1704,"Minibrowar Reden","Chorzow, Poland"
1705,"�-bryg","Svendborg, Denmark"
1706,"Crown Valley Brewing & Distilling","St. Genevieve , Missouri USA"
1707,"�t Paenhuys","Nieuwkerken-Waas, Belgium"
1708,"Rockslide Brew Pub","Grand Junction , Colorado USA"
1709,"Caledonian (Heineken UK)","Edinburgh, Scotland"
1710,"Strathaven","Strathaven, Lanarkshire, Scotland"
1711,"Boshkung Brewing Co. Inc.","Minden, Canada"
1712,"Brauhaus am Markt","Kaiserslautern, Germany"
1713,"Handbrauerei Forstner","Kalsdorf, Austria"
1714,"Pivovar Anto�","Slan�, Czech Republic"
1715,"Minipivovar Pegas","Brno, Czech Republic"
1716,"Jasper Ridge Brewery","Ishpeming , Michigan USA"
1717,"BRU Handbuilt Ales","Boulder , Colorado USA"
1718,"Damm","Barcelona, Spain"
1719,"Big Hurt Beverage Company","Salinas , California USA"
1720,"Greg�s Brewery","Scampton, England"
1721,"Sound to Summit Brewing","Snohomish , Washington USA"
1722,"Melms Brewing Company","Hartland , Wisconsin USA"
1723,"La Calavera, Microcervecer�a del Ripoll�s","Ripoll (Girona), Spain"
1724,"The Front Brewing Company","Great Falls , Montana USA"
1725,"Live Oak Brewing Company","Austin , Texas USA"
1726,"Sankt Gallen Brewery","Atsugi-shi, Japan"
1727,"Barngates","Ambleside, England"
1728,"Augusta Brauerei","Augsburg, Germany"
1729,"Klosterbrauerei Mallersdorf","Mallersdorf-Pfaffenberg, Germany"
1730,"Bristol Brewing Company","Colorado Springs , Colorado USA"
1731,"Ryongsong Brewery",", North Korea"
1732,"Inland Empire Brewing","Riverside , California USA"
1733,"Maierbr�u Altom�nster","Altom�nster, Germany"
1734,"Bistro-Brasserie Les Soeurs Grises","Montr�al, Canada"
1735,"Wochinger Brauhaus","Traunstein, Germany"
1736,"Pearl Street Brewery","La Crosse , Wisconsin USA"
1737,"Wadworth","Devizes, England"
1738,"Luberon","Pertuis, France"
1739,"Brouwerij Huyghe","Melle, Belgium"
1740,"Granite Belt Brewery","Stanthorpe, Qld, Australia"
1741,"Red Wing Brewery","Red Wing , Minnesota USA"
1742,"Rock Sake","West Hollywood , California USA"
1743,"New England Brewing Co.","Woodbridge , Connecticut USA"
1744,"John Harvards Brewhouse Lake Grove","Lakegrove , New York USA"
1745,"Bitterfelder Brauerei","Bitterfeld-Wolfen OT Bitterfeld, Germany"
1746,"Neuse River Brewing","Raleigh , North Carolina USA"
1747,"Bierderij Waterland","Katwoude, Netherlands"
1748,"Brauerei Wimmer","Bruckberg, Germany"
1749,"Bridge and Tunnel Brewery","Maspeth , New York USA"
1750,"Barley and Hopps","San Mateo , California USA"
1751,"Gr�nbaum-Brauerei","Aalen, Germany"
1752,"Odesskaya Chastnaya Pyvovarnya - TOV Ekstrakom","Odessa, Ukraine"
1753,"Brouwerij Strubbe","Ichtegem, Belgium"
1754,"Ambachtelijke Huisbrouwerij De Natte Cel","Bovenkarspel, Netherlands"
1755,"Palmbr�u (Brauhaus Pforzheim)","Eppingen, Germany"
1756,"Scarborough","Scarborough, England"
1757,"The Great Beer Company","Chatsworth , California USA"
1758,"Amelander Bierbrouwerij","Ballum, Netherlands"
1759,"Garden Grove Brewing Company","Richmond , Virginia USA"
1760,"Grebhan�s Bier","Bremen, Germany"
1761,"Crown City Brewery","Pasadena , California USA"
1762,"Chalk Hill","Norwich, England"
1763,"Brauerei Alt Dietzhof","Leutenbach-Dietzhof, Germany"
1764,"ZwanzigZ","Columbus , Indiana USA"
1765,"La Micro Cerveseria Or i Plata","Sabadell, Spain"
1766,"Sapsucker Farms","Mora , Minnesota USA"
1767,"Mad Beach Craft Brewing Company","Madeira Beach , Florida USA"
1768,"Three Kings","North Shields, England"
1769,"Stormbreaker Brewing","Portland , Oregon USA"
1770,"Birrificio Artigianale Mostodolce","PRATO (PO), Italy"
1771,"Right Brain Brewery","Traverse City , Michigan USA"
1772,"Lao Brewery Co (Carlsberg)","Vientiane, Laos"
1773,"Fordham Brewing Company (Coastal Brewing Co.)","Dover , Delaware USA"
1774,"T�lzer M�hlfeldbr�u","Bad T�lz, Germany"
1775,"Broadway Brewery","Columbia , Missouri USA"
1776,"Liftline Brewing Company","Sheldon , Vermont USA"
1777,"Costa Rica�s Craft Brewing Co.","Cartago, Costa Rica"
1778,"Brouwerij Bourgogne Kruis","Oosterhout, Netherlands"
1779,"Thomas Hooker Brewing Company","Bloomfield , Connecticut USA"
1780,"Brouwerij de Groese Zwaluw","Groede, Netherlands"
1781,"Browar Antidotum","Lublin, Poland"
1782,"Quantock Brewery","Taunton, England"
1783,"The Fat Friar Meadery (aka: Renaissance Cellars, LLP)","Saint Marys , Kansas USA"
1784,"Trophy Brewing Company","Raleigh , North Carolina USA"
1785,"Hazel Dell Brewpub","Vancouver , Washington USA"
1786,"Bov Bryg","N�stved, Denmark"
1787,"Ragtime Tavern (Gordon Biersch)","Atlantic Beach , Florida USA"
1788,"Browar Lomza (Van Pur)","Lomza, Poland"
1789,"Sektkellerei Gebr�der Szigeti","Gols, Austria"
1790,"Mt. Index Brewery and Distillery","Index , Washington USA"
1791,"Lucette Brewing Company","Menomonie , Wisconsin USA"
1792,"Real Ale Brewing Company","Blanco , Texas USA"
1793,"Kinn Bryggeri","Flor�, Norway"
1794,"Saint Arnold Brewing Company","Houston , Texas USA"
1795,"BlackBird Cider Works","Barker , New York USA"
1796,"Teignworthy","Newton Abbot, England"
1797,"The Birreria at Eataly - New York","New York , New York USA"
1798,"Kenai River Brewing Co.","Soldotna , Alaska USA"
1799,"Mykulynetskyj Brovar - Mykulinetske","Mykulyntsi, Terebovlyanskiy ray., Ternopilska obl., Ukraine"
1800,"Buskers Beer","Roma, Italy"
1801,"Brasserie Les Plains Monts","Chassey Le Camp, France"
1802,"Privatbrauerei Heller","Herzogenaurach, Germany"
1803,"Boxing Rock Brewing Company","Shelburne, Canada"
1804,"Garage Beer Co","Barcelona, Spain"
1805,"WharfeBank","Poole in Wharfedale, England"
1806,"St Andrews Brewing (Scotland)","St Andrews, Fife, Scotland"
1807,"Heberbr�u","Kirchenthumbach, Germany"
1808,"Mastry�s Brewing Company","Saint Petersburg , Florida USA"
1809,"Lake Effect Brewing Company","Chicago , Illinois USA"
1810,"Klamath Basin Brewing / The Creamery Brew Pub & Grill","Klamath Falls , Oregon USA"
1811,"Charleville Vineyard & Microbrewery","Ste. Genevieve , Missouri USA"
1812,"Indian Wells Brewing","Inyokern , California USA"
1813,"Le Sergent Recruteur Brew Pub","Montreal, Canada"
1814,"Br� Brewery (Ireland)","Trim, Ireland"
1815,"The Collingwood Brewery","Collingwood, Canada"
1816,"Elsener Bierbrouwerij Pochpoater","Markelo, Netherlands"
1817,"Plank Town Brewing Company","Springfield , Oregon USA"
1818,"Millgrove Brewing Company","Allegan , Michigan USA"
1819,"Privat-Brauerei Z�tler","Rettenberg/Oberallg�u, Germany"
1820,"Momokawa Brewing (Japan), Ltd.","Kamikitagun, Aomori Prefecture, Japan"
1821,"Harringtons Breweries","Christchurch, New Zealand"
1822,"Derby","Derby, England"
1823,"New Glory Craft Brewery","Sacramento , California USA"
1824,"Brouwerij Onder de Toren","De Rijp, Netherlands"
1825,"Alechemy","Livingston, Scotland"
1826,"Maiken Brewery - Marbi","Medina de Pomar, Spain"
1827,"Privatbrauerei Loncium","K�tschach-Mauthen, Austria"
1828,"Southern Prohibition Brewery","Hattiesburg , Mississippi USA"
1829,"�bro Bryggeri","Vimmerby, Sweden"
1830,"Birrificio Maneba","Striano (NA), Italy"
1831,"Bard�s Tale Beer Company","Minneapolis , Minnesota USA"
1832,"Panama City Brewery","Panama City , Florida USA"
1833,"Carlsberg Croatia","Koprivnica, Croatia"
1834,"Kelda","Richmond, England"
1835,"Northwoods Brew Pub","Eau Claire , Wisconsin USA"
1836,"Brock St. Brewing Company","Whitby, Canada"
1837,"Goose Island Beer Company (AB-InBev)","Chicago , Illinois USA"
1838,"Knee Deep Brewing Company","Auburn , California USA"
1839,"Niagara Brewing Company","Niagara Falls, Canada"
1840,"Upstream Brewing Company","Omaha , Nebraska USA"
1841,"Nibble Bit Tabby Brewery","Los Angeles , California USA"
1842,"�lv�rket (formerly: Esebryg)","Esbjerg, Denmark"
1843,"Water Street Brewery","Delafield , Wisconsin USA"
1844,"Seppeltsfield","Seppeltsfield, Australia"
1845,"Booth�s Supermarket","Preston, England"
1846,"Pivovar Avar","Hluč�n, Czech Republic"
1847,"Oldskool Brewery","Eindhoven, Netherlands"
1848,"Microbrasserie du Roquemont","Saint-Raymond, Canada"
1849,"Renaissance Brewing","Blenheim, New Zealand"
1850,"Atna Bryggeri","Atna, Norway"
1851,"Wild Onion Brewery","Lake Barrington , Illinois USA"
1852,"Civale","Spinetta Marengo (AL), Italy"
1853,"Yo-Ho Brewing Company","Nagano, Japan"
1854,"Storz Trophy Room Grill & Brewery","Omaha , Nebraska USA"
1855,"Wildbr�u-Grandauer Grafing","Grafing, Germany"
1856,"Home Brewing Co.","San Diego , California USA"
1857,"Gasthausbrauerei Ambr�usianum","Bamberg, Germany"
1858,"Great Gable","Egremont, England"
1859,"Wisconsin Brewing Company (WBC)","Verona , Wisconsin USA"
1860,"Colectivo Keg Company","Milwaukee , Wisconsin USA"
1861,"Minibrowar Spiż","Wroclaw, Poland"
1862,"Midtown Brewing Company","Lansing , Michigan USA"
1863,"On Tap! Bistro & Brewery","San Diego , California USA"
1864,"Brasserie du Pav�","Ennevelin, France"
1865,"Brauerei Ladenburger","Neuler, Germany"
1866,"Old Spot","Bradford, England"
1867,"Bridge Brew Works","Fayetteville , West Virginia USA"
1868,"Jackdaw Brewery","Uppsala, Sweden"
1869,"Eternity Brewing Company","Howell , Michigan USA"
1870,"Altamont Brewing Company","Asheville , North Carolina USA"
1871,"The Sisters Brewery","Breukelen, Netherlands"
1872,"Ellersick Brewing Co. Big E Ales","Lynnwood , Washington USA"
1873,"DuVig Brewing Company","Branford , Connecticut USA"
1874,"Speyside","Forres, Scotland"
1875,"Aksarben Brewing Company","Omaha , Nebraska USA"
1876,"Rossignol Estate Winery","Murray River, Canada"
1877,"Kelterei Kr�mer","Reichelsheim-Beerfurth, Germany"
1878,"Baird Brewing Co.","Numazu, Shizuoka, Japan"
1879,"Fass Beit Beera Brewhouse","Geshur, Golan, Israel"
1880,"Wernesgr�ner Brauerei (Bitburger)","Steinberg-Wernesgr�n, Germany"
1881,"Sundbytunet","Jessheim, Norway"
1882,"Seeland Br�u","Nidau, Switzerland"
1883,"Pueblo Vida Brewing Company","Tucson , Arizona USA"
1884,"Stonehenge","Salisbury, England"
1885,"Craft Brew Riots","St. Petersburg, Russia"
1886,"Urban Legend Brewing Company","Westmont , Illinois USA"
1887,"Knight�s Head Brewing Company","Reston , Virginia USA"
1888,"Pivovar Broumov-Olivet�n","Broumov, Czech Republic"
1889,"Hermit Thrush Brewery","Brattleboro , Vermont USA"
1890,"Brauhaus Lemke","Berlin, Germany"
1891,"Original Sin Cidery","New York , New York USA"
1892,"Summer Wine","Holmfirth, England"
1893,"Lakeman Brewing Company","Taupo, New Zealand"
1894,"Whittingtons","Newent, England"
1895,"Freedom","Rugeley, England"
1896,"Sunnybrook Ballroom (Ortliebs)","Pottstown , Pennsylvania USA"
1897,"Aloha Beer Company (formerly: Big Aloha Brewery)","Honolulu , Hawaii USA"
1898,"Ambra S.A.","Warsaw, Poland"
1899,"Leech Lake Brewing Company","Walker , Minnesota USA"
1900,"Crailsheimer Engelbr�u","Crailsheim, Germany"
1901,"Brouwerij den Hopperd","Westmeerbeek, Belgium"
1902,"Derventio","Derby, England"
1903,"Joyful Honda","Tsuchiura, Japan"
1904,"Khamen","Pila (PG), Italy"
1905,"Trim Tab Brewing","Birmingham , Alabama USA"
1906,"GoatHouse Brewing","Lincoln , California USA"
1907,"Boyne River Brewing Company","Boyne City , Michigan USA"
1908,"Hunts Cider","Paignton, England"
1909,"Wheelhouse Brewing","Prince Rupert, Canada"
1910,"Black Kite Brewery","Wong Chuk Hang, Hong Kong"
1911,"Metropolitan Brewing","Chicago , Illinois USA"
1912,"Aarup Bryghus","Aarup, Denmark"
1913,"Rahr & Sons Brewing","Fort Worth , Texas USA"
1914,"Clinica de Bere","Timisoara, Romania"
1915,"Avilys Brew Pub","Kaunas, Lithuania"
1916,"Weasel Boy Brewing Company","Zanesville , Ohio USA"
1917,"Corr�zienne","Curemonte, France"
1918,"Clearwater","Great Torrington, England"
1919,"Casa Cervecera Quinta Normal","Quinta Normal, Santiago, Chile"
1920,"Floyd County Brewing","New Albany , Indiana USA"
1921,"Chainline Brewing Company","Kirkland , Washington USA"
1922,"Mad Koala Brewery","Sydney, Australia"
1923,"Schlo�brauerei Schwarzbach","Schwarzbach, Germany"
1924,"R�k House Brewing Company","Upland , California USA"
1925,"Hakkaisan Sake Brewing Co., Ltd","NIIGATA Prefecture, Japan"
1926,"Momentum Brewhouse","Bonita Springs , Florida USA"
1927,"De Leeuw","Valkenburg an den Geul, Netherlands"
1928,"Browar Koszalin (Van Pur)","Koszalin, Poland"
1929,"Tillingbourne","Shere, England"
1930,"Plain","Warminster, England"
1931,"Banff Avenue Brewing Company","Banff, Canada"
1932,"Lombardi Beer Company","Green Bay , Wisconsin USA"
1933,"Hoppers Grille & Brewery","Palm Harbor , Florida USA"
1934,"Tinkoff","St. Petersburg, Russia"
1935,"Epic Brewing Company (UT/CO)","Salt Lake City , Utah USA"
1936,"Cheeky Peak Brewery","Wodonga, VIC, Australia"
1937,"Pivovar Nov� Paka","Nova Paka, Czech Republic"
1938,"Brouwerij Laarbeek","Laarbeek, Netherlands"
1939,"Bad Water Brewing","Scottsdale , Arizona USA"
1940,"Das Bierhaus","Menomonie , Wisconsin USA"
1941,"Blackpot Brews",", Denmark"
1942,"Fan� Bryghus","Nordby, Fan�, Denmark"
1943,"B�rgerbr�u Wolnzach","Wolnzach, Germany"
1944,"Pookhill Cider","Lewes, England"
1945,"People�s Park Tavern (Laine)","Homerton, England"
1946,"Bredlunds Bryghus","Slagelse, Denmark"
1947,"Isle of Mull (Argyll Breweries)","Isle of Mull, Scotland"
1948,"Barrow Boys Brewing",", Australia"
1949,"Neumarkter Lammsbr�u","Neumarkt in der Oberpfalz, Germany"
1950,"Bujska Pivovara","Buje, Croatia"
1951,"Hangtown Brewery","Placerville , California USA"
1952,"Liberation","St Saviour, Jersey"
1953,"Aleph B-Rovers",", Italy"
1954,"Bednary","Bednary, Poland"
1955,"Dom-Brauerei","Cologne, Germany"
1956,"Marumoto Sake Brewery Co.","Asakuchi-shi, Okayama, Japan"
1957,"Ironbridge & Wrekin Brewing","Telford - Wellington, England"
1958,"Ettl Br�u","Teisnach, Germany"
1959,"Auricher Probier","Aurich, Germany"
1960,"De Natte Gijt","Weert, Netherlands"
1961,"Castlebay Irish Pub","Annapolis , Maryland USA"
1962,"Il Giardino della Birra","Milan, Italy"
1963,"Clifton Hill Brewpub","Clifton Hill, Australia"
1964,"Microbrasserie Malt�us","Valleyfield, Canada"
1965,"Barrel Head Brewhouse","San Francisco , California USA"
1966,"Browar Czenstochovia","Czestochowa, Poland"
1967,"Lion�s Dive Brewery","Milford , Michigan USA"
1968,"Twelve String Brewing Company","Spokane Valley , Washington USA"
1969,"Calle Cimarrona Cervercer�a","San Jos�, Costa Rica"
1970,"Ascension Brewing Company","Novi , Michigan USA"
1971,"Bryggen","Thisted, Denmark"
1972,"Brewery Vivant","Grand Rapids , Michigan USA"
1973,"Sebago Brewing Company","Gorham , Maine USA"
1974,"Pintley Company LLC (Oncemade beer)","Boston , Massachusetts USA"
1975,"Brewmasters Pub, Restaurant & Brewery","Kenosha , Wisconsin USA"
1976,"Silly Yak Foods","Preston South, Vic, Australia"
1977,"Starzinger Brau am Berg","Frankenmarkt, Austria"
1978,"Mill Valley Beerworks","Mill Valley , California USA"
1979,"CCLF Messac","Messac, France"
1980,"Outer Planet Craft Brewing","Seattle , Washington USA"
